	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
95940	26	335	2	1	1.944391e+00	0.000000e+00	6.938000e+01
95941	26	335	3	1	3.586108e+01	1.203000e-01	3.355000e+09
95942	26	335	3	2	3.391667e+01	5.971000e-02	1.490000e+09
95943	26	335	4	1	4.818781e+01	2.649000e-04	4.449000e+06
95944	26	335	5	1	4.839245e+01	0.000000e+00	7.000000e+01
95945	26	335	6	1	4.835847e+01	2.297000e-04	5.826000e+06
95946	26	335	6	2	4.641394e+01	1.920000e-07	4.486000e+03
95947	26	335	7	1	4.854498e+01	7.952000e-05	4.066000e+06
95948	26	335	7	2	4.660061e+01	1.133000e-04	5.337000e+06
95949	26	335	8	4	3.592821e+00	0.000000e+00	4.340000e-04
95950	26	335	8	5	3.584138e+00	0.000000e+00	9.785000e+00
95951	26	335	9	1	5.203559e+01	1.139000e-03	6.694000e+07
95952	26	335	9	2	5.009131e+01	4.698000e-03	2.558000e+08
95953	26	335	10	4	4.230316e+00	0.000000e+00	4.920000e-01
95954	26	335	10	5	4.221645e+00	0.000000e+00	7.668000e+00
95955	26	335	10	6	4.059727e+00	0.000000e+00	2.372000e-03
95956	26	335	10	8	6.375047e-01	0.000000e+00	4.263000e+00
95957	26	335	11	1	5.290310e+01	1.835000e-03	3.715000e+07
95958	26	335	12	1	5.306364e+01	7.720000e-03	2.358000e+08
95959	26	335	12	2	5.111924e+01	1.674000e-03	4.746000e+07
95960	26	335	13	1	5.310045e+01	5.044000e-03	1.543000e+08
95961	26	335	13	2	5.115594e+01	3.775000e-03	1.072000e+08
95962	26	335	14	1	5.388350e+01	7.283000e-03	2.294000e+08
95963	26	335	14	2	5.193902e+01	3.852000e-03	1.127000e+08
95964	26	335	15	1	5.390646e+01	4.042000e-03	2.548000e+08
95965	26	335	15	2	5.196210e+01	8.390000e-04	4.915000e+07
95966	26	335	16	4	6.467532e+00	0.000000e+00	3.769000e+00
95967	26	335	16	5	6.458873e+00	0.000000e+00	2.135000e+01
95968	26	335	16	8	2.874725e+00	0.000000e+00	8.199000e+00
95969	26	335	16	10	2.237220e+00	0.000000e+00	6.123000e+00
95970	26	335	16	11	1.752209e+00	0.000000e+00	5.434000e+00
95971	26	335	16	13	1.554957e+00	0.000000e+00	4.494000e-04
95972	26	335	17	1	5.478084e+01	2.805000e-03	6.089000e+07
95973	26	335	18	1	5.485355e+01	2.132000e-04	6.960000e+06
95974	26	335	18	2	5.290919e+01	6.269000e-05	1.904000e+06
95975	26	335	19	1	5.506282e+01	6.411000e-03	1.406000e+08
95976	26	335	20	4	7.696319e+00	0.000000e+00	6.829000e-02
95977	26	335	20	5	7.687633e+00	0.000000e+00	4.002000e+00
95978	26	335	20	8	4.103491e+00	0.000000e+00	5.337000e+01
95979	26	335	20	10	3.465984e+00	0.000000e+00	4.931000e+00
95980	26	335	20	16	1.228766e+00	0.000000e+00	4.694000e+00
95981	26	335	21	4	7.737579e+00	0.000000e+00	8.020000e+00
95982	26	335	21	5	7.728896e+00	0.000000e+00	1.690000e+01
95983	26	335	21	6	7.567000e+00	0.000000e+00	8.924000e-02
95984	26	335	21	8	4.144769e+00	0.000000e+00	4.042000e+00
95985	26	335	21	10	3.507273e+00	0.000000e+00	1.563000e+01
95986	26	335	21	11	3.022259e+00	0.000000e+00	2.949000e+00
95987	26	335	21	12	2.861707e+00	0.000000e+00	1.236000e-02
95988	26	335	21	13	2.825008e+00	0.000000e+00	8.597000e-04
95989	26	335	21	14	2.041949e+00	0.000000e+00	1.243000e-03
95990	26	335	21	16	1.270051e+00	0.000000e+00	6.096000e+00
95991	26	335	21	17	1.144455e+00	0.000000e+00	1.531000e-02
95992	26	335	21	19	8.625296e-01	0.000000e+00	2.476000e-02
95993	26	335	22	1	5.612952e+01	9.263000e-04	2.111000e+07
95994	26	335	23	1	5.976495e+01	5.193000e-03	1.341000e+08
95995	26	335	24	4	1.206442e+01	0.000000e+00	1.621000e+01
95996	26	335	24	5	1.205574e+01	0.000000e+00	6.001000e+01
95997	26	335	24	6	1.189382e+01	0.000000e+00	1.377000e-01
95998	26	335	24	8	8.471530e+00	0.000000e+00	6.898000e+01
95999	26	335	24	10	7.834043e+00	0.000000e+00	2.679000e-01
96000	26	335	24	11	7.349053e+00	0.000000e+00	1.013000e+01
96001	26	335	24	12	7.188497e+00	0.000000e+00	1.332000e-01
96002	26	335	24	13	7.151798e+00	0.000000e+00	3.822000e-02
96003	26	335	24	14	6.368727e+00	0.000000e+00	1.877000e-01
96004	26	335	24	16	5.596837e+00	0.000000e+00	5.577000e+00
96005	26	335	24	17	5.471243e+00	0.000000e+00	5.779000e+00
96006	26	335	24	18	5.398580e+00	0.000000e+00	7.543000e-03
96007	26	335	24	19	5.189315e+00	0.000000e+00	6.196000e+00
96008	26	335	24	20	4.368061e+00	0.000000e+00	3.085000e+00
96009	26	335	24	21	4.326781e+00	0.000000e+00	5.122000e+00
96010	26	335	24	22	4.122703e+00	0.000000e+00	4.858000e-01
96011	26	335	24	23	4.873657e-01	0.000000e+00	6.851000e-01
96012	26	335	25	1	6.345290e+01	1.439000e-02	6.284000e+08
96013	26	335	25	2	6.150869e+01	4.729000e-03	1.941000e+08
96014	26	335	26	1	6.400124e+01	8.753000e-03	2.593000e+08
96015	26	335	27	1	6.718217e+01	1.274000e+00	1.248000e+11
96016	26	335	27	2	6.523787e+01	4.212000e-01	3.889000e+10
96017	26	335	28	1	6.994917e+01	2.846000e+00	1.511000e+11
96018	26	335	28	2	6.800505e+01	7.524000e-02	3.775000e+09
96019	26	335	29	1	7.066683e+01	3.574000e-01	3.873000e+10
96020	26	335	29	2	6.872239e+01	1.096000e+00	1.123000e+11
96021	26	335	30	1	7.103487e+01	5.005000e+00	1.827000e+11
96022	26	335	31	1	7.268272e+01	1.243000e-01	7.123000e+09
96023	26	335	31	2	7.073819e+01	3.185000e+00	1.729000e+11
96024	26	335	32	3	4.649802e+01	2.057000e-05	9.649000e+05
96025	26	335	32	6	3.400066e+01	6.373000e-02	1.598000e+09
