	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16368	26	331	20	332	1	12	0	2	0.000000e+00	5.118000e+00
16369	26	331	20	332	1	12	0	2	1.488790e+00	3.683000e+00
16370	26	331	20	332	1	12	0	2	3.214580e+00	2.653000e+00
16371	26	331	20	332	1	12	0	2	5.223690e+00	1.910000e+00
16372	26	331	20	332	1	12	0	2	7.568010e+00	1.373000e+00
16373	26	331	20	332	1	12	0	2	1.029580e+01	9.875000e-01
16374	26	331	20	332	1	12	0	2	1.345880e+01	7.107000e-01
16375	26	331	20	332	1	12	0	2	1.709750e+01	5.132000e-01
16376	26	331	20	332	1	12	0	2	2.133590e+01	3.702000e-01
16377	26	331	20	332	1	12	0	2	2.625100e+01	2.672000e-01
16378	26	331	20	332	1	12	0	2	3.195850e+01	1.929000e-01
16379	26	331	20	332	1	12	0	2	3.863300e+01	1.389000e-01
16380	26	331	20	332	1	12	0	2	4.637590e+01	1.001000e-01
16381	26	331	20	332	1	12	0	2	5.528590e+01	7.229000e-02
16382	26	331	20	332	1	12	0	2	6.567660e+01	5.214000e-02
16383	26	331	20	332	1	12	0	2	7.774850e+01	3.758000e-02
16384	26	331	20	332	1	12	0	2	9.172130e+01	2.710000e-02
16385	26	331	20	332	1	12	0	2	1.078320e+02	1.957000e-02
16386	26	331	20	332	1	12	0	2	1.267670e+02	1.406000e-02
16387	26	331	20	332	1	12	0	2	1.485160e+02	1.013000e-02
16388	26	331	20	332	1	12	0	2	1.739900e+02	7.264000e-03
16389	26	331	20	332	1	12	0	2	2.031410e+02	5.225000e-03
16390	26	331	20	332	1	12	0	2	2.371690e+02	3.744000e-03
16391	26	331	20	332	1	12	0	2	2.759600e+02	2.692000e-03
16392	26	331	20	332	1	12	0	2	3.210880e+02	1.928000e-03
16393	26	331	20	332	1	12	0	2	3.723350e+02	1.385000e-03
16394	26	331	20	332	1	12	0	2	4.317540e+02	9.916000e-04
16395	26	331	20	332	1	12	0	2	4.989670e+02	7.122000e-04
16396	26	331	20	332	1	12	0	2	5.766380e+02	5.094000e-04
16397	26	331	20	332	1	12	0	2	6.641550e+02	3.656000e-04
16398	26	331	20	332	1	12	0	2	7.649490e+02	2.613000e-04
16399	26	331	20	332	1	12	0	2	8.780730e+02	1.874000e-04
16400	26	331	20	332	1	12	0	2	1.007930e+03	1.338000e-04
16401	26	331	20	332	1	12	0	2	1.153090e+03	9.584000e-05
16402	26	331	20	332	1	12	0	2	1.319150e+03	6.837000e-05
16403	26	331	20	332	1	12	0	2	1.509130e+03	4.854000e-05
16404	26	331	20	332	1	12	0	2	1.720660e+03	3.461000e-05
16405	26	331	20	332	1	12	0	2	1.961840e+03	2.456000e-05
16406	26	331	20	332	1	12	0	2	2.229300e+03	1.751000e-05
16407	26	331	20	332	1	12	0	2	2.533230e+03	1.243000e-05
16408	26	331	20	332	1	12	0	2	2.868920e+03	8.867000e-06
16409	26	331	20	332	1	12	0	2	3.249090e+03	6.301000e-06
16410	26	331	20	332	1	12	0	2	3.679630e+03	4.459000e-06
16411	26	331	20	332	1	12	0	2	4.153230e+03	3.174000e-06
16412	26	331	20	332	1	12	0	2	4.687790e+03	2.251000e-06
16413	26	331	20	332	1	12	0	2	5.273370e+03	1.606000e-06
16414	26	331	20	332	1	12	0	2	5.932100e+03	1.142000e-06
16415	26	331	20	332	1	12	0	2	6.673120e+03	8.099000e-07
16416	26	331	20	332	1	12	0	2	7.506690e+03	5.724000e-07
16417	26	331	20	332	1	12	0	2	8.416000e+03	4.075000e-07
16418	26	331	20	332	1	12	0	2	9.435560e+03	2.893000e-07
16419	26	331	20	332	1	12	0	2	1.057850e+04	2.048000e-07
16420	26	331	20	332	1	12	0	2	1.186000e+04	1.446000e-07
16421	26	331	20	332	1	12	0	2	1.325200e+04	1.029000e-07
16422	26	331	20	332	1	12	0	2	1.470810e+04	7.465000e-08
