	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16892	26	347	514	348	1	12	0	2	0.000000e+00	3.807000e-01
16893	26	347	514	348	1	12	0	2	2.691580e+02	2.739000e-01
16894	26	347	514	348	1	12	0	2	5.813390e+02	1.973000e-01
16895	26	347	514	348	1	12	0	2	9.455950e+02	1.419000e-01
16896	26	347	514	348	1	12	0	2	1.365760e+03	1.023000e-01
16897	26	347	514	348	1	12	0	2	1.855940e+03	7.368000e-02
16898	26	347	514	348	1	12	0	2	2.421740e+03	5.317000e-02
16899	26	347	514	348	1	12	0	2	3.086130e+03	3.825000e-02
16900	26	347	514	348	1	12	0	2	3.853920e+03	2.757000e-02
16901	26	347	514	348	1	12	0	2	4.748160e+03	1.985000e-02
16902	26	347	514	348	1	12	0	2	5.790970e+03	1.428000e-02
16903	26	347	514	348	1	12	0	2	6.991710e+03	1.031000e-02
16904	26	347	514	348	1	12	0	2	8.384650e+03	7.439000e-03
16905	26	347	514	348	1	12	0	2	1.002130e+04	5.349000e-03
16906	26	347	514	348	1	12	0	2	1.189680e+04	3.862000e-03
16907	26	347	514	348	1	12	0	2	1.407590e+04	2.786000e-03
16908	26	347	514	348	1	12	0	2	1.470500e+04	2.557000e-03
16909	26	347	514	348	1	12	0	2	1.470810e+05	1.675000e-05
16910	26	347	514	348	1	12	0	2	1.470840e+06	3.351000e-08
