	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16872	26	346	591	347	1	12	0	2	0.000000e+00	4.178000e-01
16873	26	346	591	347	1	12	0	2	2.242010e+02	3.003000e-01
16874	26	346	591	347	1	12	0	2	4.845400e+02	2.160000e-01
16875	26	346	591	347	1	12	0	2	7.856510e+02	1.556000e-01
16876	26	346	591	347	1	12	0	2	1.134860e+03	1.122000e-01
16877	26	346	591	347	1	12	0	2	1.542270e+03	8.078000e-02
16878	26	346	591	347	1	12	0	2	2.012530e+03	5.829000e-02
16879	26	346	591	347	1	12	0	2	2.564720e+03	4.192000e-02
16880	26	346	591	347	1	12	0	2	3.202860e+03	3.021000e-02
16881	26	346	591	347	1	12	0	2	3.946100e+03	2.175000e-02
16882	26	346	591	347	1	12	0	2	4.812810e+03	1.565000e-02
16883	26	346	591	347	1	12	0	2	5.810790e+03	1.129000e-02
16884	26	346	591	347	1	12	0	2	6.968530e+03	8.149000e-03
16885	26	346	591	347	1	12	0	2	8.328700e+03	5.859000e-03
16886	26	346	591	347	1	12	0	2	9.887600e+03	4.230000e-03
16887	26	346	591	347	1	12	0	2	1.169870e+04	3.052000e-03
16888	26	346	591	347	1	12	0	2	1.379500e+04	2.202000e-03
16889	26	346	591	347	1	12	0	2	1.470530e+04	1.938000e-03
16890	26	346	591	347	1	12	0	2	1.470810e+05	1.170000e-05
16891	26	346	591	347	1	12	0	2	1.470840e+06	2.106000e-08
