	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16806	26	343	337	344	1	12	0	2	0.000000e+00	5.687000e-01
16807	26	343	337	344	1	12	0	2	1.209800e+02	4.088000e-01
16808	26	343	337	344	1	12	0	2	2.612570e+02	2.942000e-01
16809	26	343	337	344	1	12	0	2	4.239820e+02	2.119000e-01
16810	26	343	337	344	1	12	0	2	6.127010e+02	1.527000e-01
16811	26	343	337	344	1	12	0	2	8.328680e+02	1.099000e-01
16812	26	343	337	344	1	12	0	2	1.087000e+03	7.927000e-02
16813	26	343	337	344	1	12	0	2	1.385420e+03	5.699000e-02
16814	26	343	337	344	1	12	0	2	1.730270e+03	4.106000e-02
16815	26	343	337	344	1	12	0	2	2.131930e+03	2.956000e-02
16816	26	343	337	344	1	12	0	2	2.600320e+03	2.127000e-02
16817	26	343	337	344	1	12	0	2	3.139630e+03	1.534000e-02
16818	26	343	337	344	1	12	0	2	3.765290e+03	1.107000e-02
16819	26	343	337	344	1	12	0	2	4.500370e+03	7.958000e-03
16820	26	343	337	344	1	12	0	2	5.342790e+03	5.745000e-03
16821	26	343	337	344	1	12	0	2	6.321530e+03	4.145000e-03
16822	26	343	337	344	1	12	0	2	7.454370e+03	2.991000e-03
16823	26	343	337	344	1	12	0	2	8.760620e+03	2.161000e-03
16824	26	343	337	344	1	12	0	2	1.029570e+04	1.554000e-03
16825	26	343	337	344	1	12	0	2	1.205910e+04	1.120000e-03
16826	26	343	337	344	1	12	0	2	1.412440e+04	8.033000e-04
16827	26	343	337	344	1	12	0	2	1.470610e+04	7.375000e-04
16828	26	343	337	344	1	12	0	2	1.470820e+05	3.342000e-06
