	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature	Rate
0	26	333	1	332	10	12	0	2	1.000000e+01	7.850554e-09
1	26	333	1	332	10	12	0	2	1.258925e+01	6.590223e-09
2	26	333	1	332	10	12	0	2	1.584893e+01	5.532226e-09
3	26	333	1	332	10	12	0	2	1.995262e+01	4.644080e-09
4	26	333	1	332	10	12	0	2	2.511886e+01	3.898526e-09
5	26	333	1	332	10	12	0	2	3.162278e+01	3.272655e-09
6	26	333	1	332	10	12	0	2	3.981072e+01	2.747261e-09
7	26	333	1	332	10	12	0	2	5.011873e+01	2.306215e-09
8	26	333	1	332	10	12	0	2	6.309573e+01	1.935974e-09
9	26	333	1	332	10	12	0	2	7.943282e+01	1.625176e-09
10	26	333	1	332	10	12	0	2	1.000000e+02	1.364269e-09
11	26	333	1	332	10	12	0	2	1.258925e+02	1.145249e-09
12	26	333	1	332	10	12	0	2	1.584893e+02	9.613901e-10
13	26	333	1	332	10	12	0	2	1.995262e+02	8.070499e-10
14	26	333	1	332	10	12	0	2	2.511887e+02	6.776733e-10
15	26	333	1	332	10	12	0	2	3.162278e+02	5.709919e-10
16	26	333	1	332	10	12	0	2	3.981071e+02	4.928110e-10
17	26	333	1	332	10	12	0	2	5.011873e+02	4.661336e-10
18	26	333	1	332	10	12	0	2	6.309573e+02	5.284819e-10
19	26	333	1	332	10	12	0	2	7.943284e+02	7.034941e-10
20	26	333	1	332	10	12	0	2	1.000000e+03	9.688799e-10
21	26	333	1	332	10	12	0	2	1.258925e+03	1.257302e-09
22	26	333	1	332	10	12	0	2	1.584893e+03	1.493653e-09
23	26	333	1	332	10	12	0	2	1.995262e+03	1.636589e-09
24	26	333	1	332	10	12	0	2	2.511887e+03	1.691491e-09
25	26	333	1	332	10	12	0	2	3.162278e+03	1.689197e-09
26	26	333	1	332	10	12	0	2	3.981071e+03	1.655999e-09
27	26	333	1	332	10	12	0	2	5.011873e+03	1.601510e-09
28	26	333	1	332	10	12	0	2	6.309573e+03	1.526862e-09
29	26	333	1	332	10	12	0	2	7.943284e+03	1.434432e-09
30	26	333	1	332	10	12	0	2	1.000000e+04	1.328588e-09
31	26	333	1	332	10	12	0	2	1.258925e+04	1.212048e-09
32	26	333	1	332	10	12	0	2	1.584892e+04	1.085751e-09
33	26	333	1	332	10	12	0	2	1.995263e+04	9.515899e-10
34	26	333	1	332	10	12	0	2	2.511887e+04	8.145724e-10
35	26	333	1	332	10	12	0	2	3.162278e+04	6.825899e-10
36	26	333	1	332	10	12	0	2	3.981071e+04	5.639365e-10
37	26	333	1	332	10	12	0	2	5.011870e+04	4.640879e-10
38	26	333	1	332	10	12	0	2	6.309576e+04	3.846535e-10
39	26	333	1	332	10	12	0	2	7.943284e+04	3.246757e-10
40	26	333	1	332	10	12	0	2	1.000000e+05	2.826178e-10
41	26	333	1	332	10	12	0	2	1.258925e+05	2.572648e-10
42	26	333	1	332	10	12	0	2	1.584892e+05	2.470930e-10
43	26	333	1	332	10	12	0	2	1.995263e+05	2.485765e-10
44	26	333	1	332	10	12	0	2	2.511887e+05	2.553641e-10
45	26	333	1	332	10	12	0	2	3.162278e+05	2.598481e-10
46	26	333	1	332	10	12	0	2	3.981071e+05	2.561121e-10
47	26	333	1	332	10	12	0	2	5.011870e+05	2.418802e-10
48	26	333	1	332	10	12	0	2	6.309576e+05	2.184440e-10
49	26	333	1	332	10	12	0	2	7.943284e+05	1.891473e-10
50	26	333	1	332	10	12	0	2	1.000000e+06	1.577864e-10
51	26	333	1	332	10	12	0	2	1.258925e+06	1.274705e-10
52	26	333	1	332	10	12	0	2	1.584892e+06	1.002121e-10
53	26	333	1	332	10	12	0	2	1.995263e+06	7.698396e-11
54	26	333	1	332	10	12	0	2	2.511887e+06	5.798290e-11
55	26	333	1	332	10	12	0	2	3.162278e+06	4.294378e-11
56	26	333	1	332	10	12	0	2	3.981071e+06	3.133288e-11
57	26	333	1	332	10	12	0	2	5.011870e+06	2.256318e-11
58	26	333	1	332	10	12	0	2	6.309576e+06	1.605461e-11
59	26	333	1	332	10	12	0	2	7.943284e+06	1.130055e-11
60	26	333	1	332	10	12	0	2	1.000000e+07	7.875902e-12
61	26	333	1	332	10	12	0	2	1.258925e+07	5.436258e-12
62	26	333	1	332	10	12	0	2	1.584892e+07	3.718778e-12
63	26	333	1	332	10	12	0	2	1.995263e+07	2.520576e-12
64	26	333	1	332	10	12	0	2	2.511887e+07	1.692000e-12
65	26	333	1	332	10	12	0	2	3.162278e+07	1.124604e-12
66	26	333	1	332	10	12	0	2	3.981071e+07	7.390946e-13
67	26	333	1	332	10	12	0	2	5.011870e+07	4.792920e-13
68	26	333	1	332	10	12	0	2	6.309576e+07	3.060552e-13
69	26	333	1	332	10	12	0	2	7.943284e+07	1.917784e-13
70	26	333	1	332	10	12	0	2	1.000000e+08	1.173546e-13
71	26	333	1	332	10	12	0	2	1.258927e+08	6.979103e-14
72	26	333	1	332	10	12	0	2	1.584892e+08	4.014205e-14
73	26	333	1	332	10	12	0	2	1.995263e+08	2.228947e-14
74	26	333	1	332	10	12	0	2	2.511884e+08	1.200328e-14
75	26	333	1	332	10	12	0	2	3.162278e+08	6.420961e-15
76	26	333	1	332	10	12	0	2	3.981075e+08	3.626601e-15
77	26	333	1	332	10	12	0	2	5.011870e+08	2.388363e-15
78	26	333	1	332	10	12	0	2	6.309576e+08	1.947602e-15
79	26	333	1	332	10	12	0	2	7.943275e+08	1.863803e-15
80	26	333	1	332	10	12	0	2	1.000000e+09	1.899327e-15
