	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	26	351	1	1	1	0	2	2	0.000000e+00	9.278000e+03	1s1.2S_1/2
1	26	351	1	2	2	1	2	2	6.951963e+03	9.278000e+03	1s0.2p1.2P_1/2
2	26	351	1	3	2	1	2	4	6.973177e+03	9.278000e+03	1s0.2p1.2P_3/2
3	26	351	1	4	2	0	2	2	6.952528e+03	9.278000e+03	1s0.2s1.2S_1/2
4	26	351	1	5	3	1	2	2	8.246395e+03	9.278000e+03	1s0.3p1.2P_1/2
5	26	351	1	6	3	1	2	4	8.252685e+03	9.278000e+03	1s0.3p1.2P_3/2
6	26	351	1	7	3	0	2	2	8.246571e+03	9.278000e+03	1s0.3s1.2S_1/2
7	26	351	1	8	3	2	2	4	8.252673e+03	9.278000e+03	1s0.3d1.2D_3/2
8	26	351	1	9	3	2	2	6	8.254734e+03	9.278000e+03	1s0.3d1.2D_5/2
9	26	351	1	10	4	1	2	2	8.698581e+03	9.278000e+03	1s0.4p1.2P_1/2
10	26	351	1	11	4	1	2	4	8.701229e+03	9.278000e+03	1s0.4p1.2P_3/2
11	26	351	1	12	4	0	2	2	8.698655e+03	9.278000e+03	1s0.4s1.2S_1/2
12	26	351	1	13	4	2	2	4	8.701228e+03	9.278000e+03	1s0.4d1.2D_3/2
13	26	351	1	14	4	2	2	6	8.702094e+03	9.278000e+03	1s0.4d1.2D_5/2
14	26	351	1	15	4	3	2	6	8.702096e+03	9.278000e+03	1s0.4f1.2F_5/2
15	26	351	1	16	4	3	2	8	8.702527e+03	9.278000e+03	1s0.4f1.2F_7/2
16	26	351	1	17	5	1	2	2	8.907508e+03	9.278000e+03	1s0.5p1.2P_1/2
17	26	351	1	18	5	1	2	4	8.908861e+03	9.278000e+03	1s0.5p1.2P_3/2
18	26	351	1	19	5	0	2	2	8.907546e+03	9.278000e+03	1s0.5s1.2S_1/2
19	26	351	1	20	5	2	2	4	8.908861e+03	9.278000e+03	1s0.5d1.2D_3/2
20	26	351	1	21	5	2	2	6	8.909304e+03	9.278000e+03	1s0.5d1.2D_5/2
21	26	351	1	22	5	3	2	6	8.909307e+03	9.278000e+03	1s0.5f1.2F_5/2
22	26	351	1	23	5	3	2	8	8.909526e+03	9.278000e+03	1s0.5f1.2F_7/2
23	26	351	1	24	5	4	2	8	8.909528e+03	9.278000e+03	1s0.5g1.2G_7/2
24	26	351	1	25	5	4	2	10	8.909661e+03	9.278000e+03	1s0.5g1.2G_9/2
25	26	351	1	26	6	0	2	2	8.936910e+03	9.192250e+03	1s0.6s1.2S
26	26	351	1	27	6	1	2	6	8.936910e+03	9.192250e+03	1s0.6p1.2P
27	26	351	1	28	6	2	2	10	8.936910e+03	9.192250e+03	1s0.6d1.2D
28	26	351	1	29	6	3	2	14	8.936910e+03	9.192250e+03	1s0.6f1.2F
29	26	351	1	30	6	4	2	18	8.936910e+03	9.192250e+03	1s0.6g1.2G
30	26	351	1	31	6	5	2	22	8.936910e+03	9.192250e+03	1s0.6h1.2H
31	26	351	1	32	12	0	2	1	9.128410e+03	9.192250e+03	superlev
32	26	351	1	33	1	0	1	1	9.192250e+03	9.192250e+03	continuu
