	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
0	26	341	2	1	3.436624e+01	2.478000e-01	6.350000e+09
1	26	341	3	1	3.696372e+01	5.370000e-01	7.961000e+09
2	26	341	4	2	4.937986e+01	5.820000e-01	1.540000e+10
3	26	341	4	3	4.678243e+01	1.105000e-01	2.623000e+09
4	26	341	5	3	4.714355e+01	1.005000e+00	1.615000e+10
5	26	341	6	2	1.971723e+02	1.194000e-01	1.007000e+11
6	26	341	6	3	1.945730e+02	2.552000e-01	2.096000e+11
7	26	341	7	1	2.452379e+02	1.587000e-01	2.071000e+11
8	26	341	7	4	1.614912e+02	1.351000e-01	7.649000e+10
9	26	341	8	1	2.462364e+02	2.962000e-01	1.949000e+11
10	26	341	8	4	1.624902e+02	2.550000e-02	7.305000e+09
11	26	341	8	5	1.621289e+02	2.327000e-01	6.638000e+10
12	26	341	9	2	2.289904e+02	5.941000e-01	3.380000e+11
13	26	341	9	3	2.263937e+02	1.247000e-01	6.935000e+10
14	26	341	10	3	2.265385e+02	1.112000e+00	4.128000e+11
15	26	341	11	4	1.871029e+02	3.569000e+00	9.039000e+11
16	26	341	11	5	1.867422e+02	2.555000e-01	6.446000e+10
17	26	341	12	5	1.868069e+02	5.115000e+00	9.685000e+11
18	26	341	13	2	2.956692e+02	2.417000e-02	4.585000e+10
19	26	341	13	3	2.930692e+02	5.085000e-02	9.477000e+10
20	26	341	14	1	3.368747e+02	4.831000e-02	1.190000e+11
21	26	341	14	4	2.531289e+02	2.199000e-02	3.057000e+10
22	26	341	15	1	3.373697e+02	9.185000e-02	1.134000e+11
23	26	341	15	4	2.536208e+02	4.206000e-03	2.936000e+09
24	26	341	15	5	2.532633e+02	3.827000e-02	2.663000e+10
25	26	341	16	2	3.112964e+02	1.928000e-01	2.027000e+11
26	26	341	16	3	3.086998e+02	3.973000e-02	4.108000e+10
27	26	341	17	3	3.087690e+02	3.560000e-01	2.455000e+11
28	26	341	18	4	2.657037e+02	6.868000e-01	3.507000e+11
29	26	341	18	5	2.653454e+02	4.892000e-02	2.491000e+10
30	26	341	19	5	2.653795e+02	9.815000e-01	3.750000e+11
31	26	341	20	11	7.903460e+01	8.076000e+00	2.737000e+11
32	26	341	20	12	7.896916e+01	2.960000e-01	1.001000e+10
33	26	341	21	12	7.896916e+01	1.047000e+01	2.834000e+11
34	26	341	23	1	1.239800e-06	0.000000e+00	5.300000e+11
35	26	341	24	1	1.239800e-06	0.000000e+00	9.110000e+11
36	26	341	26	2	7.104871e+03	0.000000e+00	5.300000e+11
37	26	341	26	3	7.102429e+03	0.000000e+00	9.110000e+11
38	26	341	26	23	6.426498e+03	0.000000e+00	4.170000e+14
39	26	341	26	24	6.413865e+03	0.000000e+00	2.070000e+14
40	26	341	27	1	1.239800e-06	0.000000e+00	1.000000e+14
41	26	341	28	1	1.239800e-06	0.000000e+00	1.000000e+09
42	26	341	29	1	1.239800e-06	0.000000e+00	1.000000e+09
43	26	341	30	1	1.239800e-06	0.000000e+00	1.000000e+09
44	26	341	31	1	1.239800e-06	0.000000e+00	1.000000e+09
45	26	341	32	1	1.239800e-06	0.000000e+00	1.000000e+09
46	26	341	33	1	1.239800e-06	0.000000e+00	1.000000e+09
47	26	341	34	1	1.239800e-06	0.000000e+00	1.000000e+09
48	26	341	35	1	1.239800e-06	0.000000e+00	1.000000e+09
49	26	341	36	1	1.239800e-06	0.000000e+00	1.000000e+09
50	26	341	37	1	1.239800e-06	0.000000e+00	1.000000e+09
51	26	341	38	1	1.239800e-06	0.000000e+00	1.000000e+09
52	26	341	39	1	1.239800e-06	0.000000e+00	1.000000e+09
53	26	341	40	1	1.239800e-06	0.000000e+00	1.000000e+09
54	26	341	41	1	1.239800e-06	0.000000e+00	1.000000e+09
55	26	341	42	1	1.239800e-06	0.000000e+00	1.000000e+09
56	26	341	43	1	1.239800e-06	0.000000e+00	1.000000e+09
57	26	341	44	1	1.239800e-06	0.000000e+00	1.000000e+09
58	26	341	45	1	1.239800e-06	0.000000e+00	1.000000e+09
59	26	341	46	1	1.239800e-06	0.000000e+00	1.000000e+09
60	26	341	47	1	1.239800e-06	0.000000e+00	1.000000e+09
61	26	341	48	1	1.239800e-06	0.000000e+00	1.000000e+09
62	26	341	49	1	1.239800e-06	0.000000e+00	1.000000e+09
63	26	341	50	1	1.239800e-06	0.000000e+00	1.000000e+09
64	26	341	51	1	1.239800e-06	0.000000e+00	1.000000e+09
65	26	341	52	1	1.239800e-06	0.000000e+00	1.000000e+09
66	26	341	53	1	1.239800e-06	0.000000e+00	1.000000e+09
67	26	341	54	1	1.239800e-06	0.000000e+00	1.000000e+09
68	26	341	55	1	1.239800e-06	0.000000e+00	1.000000e+09
69	26	341	56	1	1.239800e-06	0.000000e+00	1.000000e+09
70	26	341	57	1	1.239800e-06	0.000000e+00	1.000000e+09
71	26	341	58	1	1.239800e-06	0.000000e+00	1.000000e+09
72	26	341	59	1	1.239800e-06	0.000000e+00	1.000000e+09
73	26	341	60	1	1.239800e-06	0.000000e+00	1.000000e+09
74	26	341	61	1	1.239800e-06	0.000000e+00	1.000000e+09
75	26	341	62	1	1.239800e-06	0.000000e+00	1.000000e+09
76	26	341	63	1	1.239800e-06	0.000000e+00	1.000000e+09
77	26	341	64	1	1.239800e-06	0.000000e+00	1.000000e+09
78	26	341	65	1	1.239800e-06	0.000000e+00	1.000000e+09
79	26	341	66	1	1.239800e-06	0.000000e+00	1.000000e+09
80	26	341	67	1	1.239800e-06	0.000000e+00	1.000000e+09
81	26	341	68	1	1.239800e-06	0.000000e+00	1.000000e+09
82	26	341	69	1	1.239800e-06	0.000000e+00	1.000000e+09
83	26	341	70	1	1.239800e-06	0.000000e+00	1.000000e+09
84	26	341	71	1	1.239800e-06	0.000000e+00	1.000000e+09
85	26	341	72	1	1.239800e-06	0.000000e+00	1.000000e+09
86	26	341	73	1	1.239800e-06	0.000000e+00	1.000000e+09
87	26	341	74	1	1.239800e-06	0.000000e+00	1.000000e+09
88	26	341	75	1	1.239800e-06	0.000000e+00	1.000000e+09
89	26	341	76	1	1.239800e-06	0.000000e+00	1.000000e+09
90	26	341	77	1	1.239800e-06	0.000000e+00	1.000000e+09
91	26	341	78	1	1.239800e-06	0.000000e+00	1.000000e+09
92	26	341	79	1	1.239800e-06	0.000000e+00	1.000000e+09
93	26	341	80	1	1.239800e-06	0.000000e+00	1.000000e+09
94	26	341	81	1	1.239800e-06	0.000000e+00	1.000000e+09
95	26	341	82	1	1.239800e-06	0.000000e+00	1.000000e+09
96	26	341	83	1	1.239800e-06	0.000000e+00	1.000000e+09
97	26	341	84	1	1.239800e-06	0.000000e+00	1.000000e+09
