	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	26	333	19	1	3	2	2	4	0.000000e+00	1.510000e+02	3d1.2D_3/2
1	26	333	19	2	3	2	2	6	2.275400e-01	1.510000e+02	3d1.2D_5/2
2	26	333	19	3	4	1	2	2	6.323980e+01	1.510000e+02	3d0.4p1.2P_1/2
3	26	333	19	4	4	1	2	4	6.389330e+01	1.510000e+02	3d0.4p1.2P_3/2
4	26	333	19	5	4	3	2	6	9.464750e+01	1.510000e+02	3d0.4f1.2F_5/2
5	26	333	19	6	4	3	2	8	9.465940e+01	1.510000e+02	3d0.4f1.2F_7/2
6	26	333	19	7	5	3	2	6	1.148930e+02	1.510000e+02	3d0.5f1.2F_5/2
7	26	333	19	8	5	3	2	8	1.148980e+02	1.510000e+02	3d0.5f1.2F_7/2
8	26	333	19	9	6	3	2	6	1.259850e+02	1.510000e+02	3d0.6f1.2F_5/2
9	26	333	19	10	6	3	2	8	1.259860e+02	1.510000e+02	3d0.6f1.2F_7/2
10	26	333	19	11	7	3	2	6	1.325920e+02	1.510000e+02	3d0.7f1.2F_5/2
11	26	333	19	12	7	3	2	8	1.326110e+02	1.510000e+02	3d0.7f1.2F_7/2
12	26	333	19	14	3	2	4	2	4.750000e+01	1.510000e+02	3p5.3d2.4D_1/2
13	26	333	19	15	3	2	4	4	4.760000e+01	1.510000e+02	3p5.3d2.4D_3/2
14	26	333	19	16	3	2	4	6	4.780000e+01	1.510000e+02	3p5.3d2.4D_5/2
15	26	333	19	17	3	2	4	8	4.810000e+01	1.510000e+02	3p5.3d2.4D_7/2
16	26	333	19	18	3	4	4	12	5.040000e+01	1.510000e+02	3p5.3d2.4G_11/2
17	26	333	19	19	3	4	4	10	5.060000e+01	1.510000e+02	3p5.3d2.4G_9/2
18	26	333	19	20	3	4	4	8	5.090000e+01	1.510000e+02	3p5.3d2.4G_7/2
19	26	333	19	21	3	1	4	6	5.100000e+01	1.510000e+02	3p5.3d2.4P_5/2
20	26	333	19	22	3	4	4	6	5.110000e+01	1.510000e+02	3p5.3d2.4G_5/2
21	26	333	19	23	3	1	4	4	5.140000e+01	1.510000e+02	3p5.3d2.4P_3/2
22	26	333	19	24	3	1	4	2	5.160000e+01	1.510000e+02	3p5.3d2.4P_1/2
23	26	333	19	25	3	3	4	4	5.240000e+01	1.510000e+02	3p5.3d2.4F_3/2
24	26	333	19	26	3	3	4	6	5.250000e+01	1.510000e+02	3p5.3d2.4F_5/2
25	26	333	19	27	3	3	4	10	5.260000e+01	1.510000e+02	3p5.3d2.4F_9/2
26	26	333	19	28	3	3	4	8	5.270000e+01	1.510000e+02	3p5.3d2.4F_7/2
27	26	333	19	29	3	2	2	6	5.310000e+01	1.510000e+02	3p5.3d2.2D_5/2
28	26	333	19	30	3	3	2	6	5.320000e+01	1.510000e+02	3p5.3d2.2F_5/2
29	26	333	19	31	3	2	2	4	5.330000e+01	1.510000e+02	3p5.3d2.2D_3/2
30	26	333	19	32	3	3	2	8	5.370000e+01	1.510000e+02	3p5.3d2.2F_7/2
31	26	333	19	33	3	1	2	2	5.440000e+01	1.510000e+02	3p5.3d2.2P_1/2
