	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	26	331	21	1	3	3	4	4	0.000000e+00	9.900000e+01	3d3.4F_3/2
1	26	331	21	2	3	3	4	6	6.339000e-02	9.900000e+01	3d3.4F_5/2
2	26	331	21	3	3	3	4	8	1.473300e-01	9.900000e+01	3d3.4F_7/2
3	26	331	21	4	3	3	4	10	2.480400e-01	9.900000e+01	3d3.4F_9/2
4	26	331	21	5	3	1	4	2	2.323250e+00	9.900000e+01	3d3.4P_1/2
5	26	331	21	6	3	1	4	4	2.348510e+00	9.900000e+01	3d3.4P_3/2
6	26	331	21	7	3	1	4	6	2.431430e+00	9.900000e+01	3d3.4P_5/2
7	26	331	21	8	3	4	2	8	2.556110e+00	9.900000e+01	3d3.2G_7/2
8	26	331	21	9	3	4	2	10	2.642720e+00	9.900000e+01	3d3.2G_9/2
9	26	331	21	10	3	1	2	4	3.250230e+00	9.900000e+01	3d3.2P_3/2
10	26	331	21	11	3	1	2	2	3.285020e+00	9.900000e+01	3d3.2P_1/2
11	26	331	21	12	3	2	2	6	3.531600e+00	9.900000e+01	3d3.2D_5/2
12	26	331	21	13	3	2	2	4	3.549410e+00	9.900000e+01	3d3.2D_3/2
13	26	331	21	14	3	5	2	10	3.561360e+00	9.900000e+01	3d3.2H_9/2
14	26	331	21	15	3	5	2	12	3.620700e+00	9.900000e+01	3d3.2H_11/2
15	26	331	21	16	3	3	2	8	5.730220e+00	9.900000e+01	3d3.2F_7/2
16	26	331	21	17	3	3	2	6	5.778120e+00	9.900000e+01	3d3.2F_5/2
17	26	331	21	18	3	2	2	6	8.890610e+00	9.900000e+01	3d3.2D_5/2#2
18	26	331	21	19	3	2	2	4	8.932930e+00	9.900000e+01	3d3.2D_3/2#2
19	26	331	21	22	3	2	6	4	4.691170e+01	9.900000e+01	3p5.3d4.6D_3/2
20	26	331	21	23	3	2	6	2	4.696820e+01	9.900000e+01	3p5.3d4.6D_1/2
